file,room,dataset,vol
/scratch/ci411/sonos_rirs/rirs/air/wav/air_lecture_1_1_1.wav,air_lecture,air,370.818
/scratch/ci411/sonos_rirs/rirs/air/wav/air_lecture_1_1_2.wav,air_lecture,air,370.818
/scratch/ci411/sonos_rirs/rirs/air/wav/air_lecture_1_1_3.wav,air_lecture,air,370.818
/scratch/ci411/sonos_rirs/rirs/air/wav/air_lecture_1_1_4.wav,air_lecture,air,370.818
/scratch/ci411/sonos_rirs/rirs/air/wav/air_lecture_1_1_5.wav,air_lecture,air,370.818
/scratch/ci411/sonos_rirs/rirs/air/wav/air_lecture_1_1_6.wav,air_lecture,air,370.818
/scratch/ci411/sonos_rirs/rirs/air/wav/air_meeting_0_0_1.wav,air_meeting,air,124.0
/scratch/ci411/sonos_rirs/rirs/air/wav/air_meeting_0_0_2.wav,air_meeting,air,124.0
/scratch/ci411/sonos_rirs/rirs/air/wav/air_meeting_0_0_3.wav,air_meeting,air,124.0
/scratch/ci411/sonos_rirs/rirs/air/wav/air_meeting_0_0_4.wav,air_meeting,air,124.0
/scratch/ci411/sonos_rirs/rirs/air/wav/air_meeting_0_0_5.wav,air_meeting,air,124.0
/scratch/ci411/sonos_rirs/rirs/air/wav/air_meeting_0_1_1.wav,air_meeting,air,124.0
/scratch/ci411/sonos_rirs/rirs/air/wav/air_meeting_0_1_2.wav,air_meeting,air,124.0
/scratch/ci411/sonos_rirs/rirs/air/wav/air_meeting_0_1_3.wav,air_meeting,air,124.0
/scratch/ci411/sonos_rirs/rirs/air/wav/air_meeting_0_1_4.wav,air_meeting,air,124.0
/scratch/ci411/sonos_rirs/rirs/air/wav/air_meeting_0_1_5.wav,air_meeting,air,124.0
/scratch/ci411/sonos_rirs/rirs/air/wav/air_meeting_1_0_1.wav,air_meeting,air,124.0
/scratch/ci411/sonos_rirs/rirs/air/wav/air_meeting_1_0_2.wav,air_meeting,air,124.0
/scratch/ci411/sonos_rirs/rirs/air/wav/air_meeting_1_0_3.wav,air_meeting,air,124.0
/scratch/ci411/sonos_rirs/rirs/air/wav/air_meeting_1_0_4.wav,air_meeting,air,124.0
/scratch/ci411/sonos_rirs/rirs/air/wav/air_meeting_1_0_5.wav,air_meeting,air,124.0
/scratch/ci411/sonos_rirs/rirs/air/wav/air_meeting_1_1_1.wav,air_meeting,air,124.0
/scratch/ci411/sonos_rirs/rirs/air/wav/air_meeting_1_1_2.wav,air_meeting,air,124.0
/scratch/ci411/sonos_rirs/rirs/air/wav/air_meeting_1_1_3.wav,air_meeting,air,124.0
/scratch/ci411/sonos_rirs/rirs/air/wav/air_meeting_1_1_4.wav,air_meeting,air,124.0
/scratch/ci411/sonos_rirs/rirs/air/wav/air_meeting_1_1_5.wav,air_meeting,air,124.0
/scratch/ci411/sonos_rirs/rirs/air/wav/air_office_0_0_1.wav,air_office,air,92.8
/scratch/ci411/sonos_rirs/rirs/air/wav/air_office_0_0_2.wav,air_office,air,92.8
/scratch/ci411/sonos_rirs/rirs/air/wav/air_office_0_0_3.wav,air_office,air,92.8
/scratch/ci411/sonos_rirs/rirs/air/wav/air_office_0_1_1.wav,air_office,air,92.8
/scratch/ci411/sonos_rirs/rirs/air/wav/air_office_0_1_2.wav,air_office,air,92.8
/scratch/ci411/sonos_rirs/rirs/air/wav/air_office_0_1_3.wav,air_office,air,92.8
/scratch/ci411/sonos_rirs/rirs/air/wav/air_office_1_0_1.wav,air_office,air,92.8
/scratch/ci411/sonos_rirs/rirs/air/wav/air_office_1_0_2.wav,air_office,air,92.8
/scratch/ci411/sonos_rirs/rirs/air/wav/air_office_1_0_3.wav,air_office,air,92.8
/scratch/ci411/sonos_rirs/rirs/air/wav/air_office_1_1_1.wav,air_office,air,92.8
/scratch/ci411/sonos_rirs/rirs/air/wav/air_office_1_1_2.wav,air_office,air,92.8
/scratch/ci411/sonos_rirs/rirs/air/wav/air_office_1_1_3.wav,air_office,air,92.8
/scratch/ci411/sonos_rirs/rirs/openair/alcuin-college-university-york/b-format/alcuin_s3r1front_bformat.wav,alcuin-college-university-york,openair,21000.0
/scratch/ci411/sonos_rirs/rirs/openair/alcuin-college-university-york/b-format/alcuin_s2r3_bformat.wav,alcuin-college-university-york,openair,21000.0
/scratch/ci411/sonos_rirs/rirs/openair/alcuin-college-university-york/b-format/alcuin_s1r1_bformat.wav,alcuin-college-university-york,openair,21000.0
/scratch/ci411/sonos_rirs/rirs/openair/alcuin-college-university-york/b-format/alcuin_s4r1_bformat.wav,alcuin-college-university-york,openair,21000.0
/scratch/ci411/sonos_rirs/rirs/openair/alcuin-college-university-york/b-format/alcuin_s3r1_bformat.wav,alcuin-college-university-york,openair,21000.0
/scratch/ci411/sonos_rirs/rirs/openair/alcuin-college-university-york/b-format/alcuin_s1r3_bformat.wav,alcuin-college-university-york,openair,21000.0
/scratch/ci411/sonos_rirs/rirs/openair/alcuin-college-university-york/b-format/s1r2_spist_bform.wav,alcuin-college-university-york,openair,21000.0
/scratch/ci411/sonos_rirs/rirs/openair/alcuin-college-university-york/b-format/s4r1_spist_bform.wav,alcuin-college-university-york,openair,21000.0
/scratch/ci411/sonos_rirs/rirs/openair/alcuin-college-university-york/b-format/alcuin_s1r1front_bformat.wav,alcuin-college-university-york,openair,21000.0
/scratch/ci411/sonos_rirs/rirs/openair/alcuin-college-university-york/b-format/alcuin_s2r3front_bformat.wav,alcuin-college-university-york,openair,21000.0
/scratch/ci411/sonos_rirs/rirs/openair/alcuin-college-university-york/b-format/alcuin_s4r2_bformat.wav,alcuin-college-university-york,openair,21000.0
/scratch/ci411/sonos_rirs/rirs/openair/alcuin-college-university-york/b-format/s1r3_spist_bform.wav,alcuin-college-university-york,openair,21000.0
/scratch/ci411/sonos_rirs/rirs/openair/alcuin-college-university-york/b-format/alcuin_s1r2front_bformat.wav,alcuin-college-university-york,openair,21000.0
/scratch/ci411/sonos_rirs/rirs/openair/alcuin-college-university-york/b-format/alcuin_s1r2_bformat.wav,alcuin-college-university-york,openair,21000.0
/scratch/ci411/sonos_rirs/rirs/openair/alcuin-college-university-york/b-format/s2r2_spist_bform.wav,alcuin-college-university-york,openair,21000.0
/scratch/ci411/sonos_rirs/rirs/openair/alcuin-college-university-york/b-format/alcuin_s2r2front_bformat.wav,alcuin-college-university-york,openair,21000.0
/scratch/ci411/sonos_rirs/rirs/openair/alcuin-college-university-york/b-format/alcuin_s2r1_bformat.wav,alcuin-college-university-york,openair,21000.0
/scratch/ci411/sonos_rirs/rirs/openair/alcuin-college-university-york/b-format/s3r1_spist_bform.wav,alcuin-college-university-york,openair,21000.0
/scratch/ci411/sonos_rirs/rirs/openair/alcuin-college-university-york/b-format/alcuin_s2r1front_bformat.wav,alcuin-college-university-york,openair,21000.0
/scratch/ci411/sonos_rirs/rirs/openair/alcuin-college-university-york/b-format/s2r3_spist_bform.wav,alcuin-college-university-york,openair,21000.0
/scratch/ci411/sonos_rirs/rirs/openair/alcuin-college-university-york/b-format/alcuin_s2r2_bformat.wav,alcuin-college-university-york,openair,21000.0
/scratch/ci411/sonos_rirs/rirs/openair/alcuin-college-university-york/b-format/s2r1_spist_bform.wav,alcuin-college-university-york,openair,21000.0
/scratch/ci411/sonos_rirs/rirs/openair/alcuin-college-university-york/b-format/alcuin_s1r3front_bformat.wav,alcuin-college-university-york,openair,21000.0
/scratch/ci411/sonos_rirs/rirs/openair/alcuin-college-university-york/b-format/s1r1_spist_bform.wav,alcuin-college-university-york,openair,21000.0
/scratch/ci411/sonos_rirs/rirs/openair/alcuin-college-university-york/b-format/s4r2_spist_bform.wav,alcuin-college-university-york,openair,21000.0
/scratch/ci411/sonos_rirs/rirs/openair/arthur-sykes-rymer-auditorium-university-york/b-format/s2r6.wav,arthur-sykes-rymer-auditorium-university-york,openair,1560.0
/scratch/ci411/sonos_rirs/rirs/openair/arthur-sykes-rymer-auditorium-university-york/b-format/s1r2.wav,arthur-sykes-rymer-auditorium-university-york,openair,1560.0
/scratch/ci411/sonos_rirs/rirs/openair/arthur-sykes-rymer-auditorium-university-york/b-format/s1r4.wav,arthur-sykes-rymer-auditorium-university-york,openair,1560.0
/scratch/ci411/sonos_rirs/rirs/openair/arthur-sykes-rymer-auditorium-university-york/b-format/s2r4.wav,arthur-sykes-rymer-auditorium-university-york,openair,1560.0
/scratch/ci411/sonos_rirs/rirs/openair/arthur-sykes-rymer-auditorium-university-york/b-format/s1r7.wav,arthur-sykes-rymer-auditorium-university-york,openair,1560.0
/scratch/ci411/sonos_rirs/rirs/openair/arthur-sykes-rymer-auditorium-university-york/b-format/s2r7.wav,arthur-sykes-rymer-auditorium-university-york,openair,1560.0
/scratch/ci411/sonos_rirs/rirs/openair/central-hall-university-york/b-format/ir_centre_stalls.wav,central-hall-university-york,openair,8000.0
/scratch/ci411/sonos_rirs/rirs/openair/central-hall-university-york/b-format/ir_row_2l_diagonal_mid.wav,central-hall-university-york,openair,8000.0
/scratch/ci411/sonos_rirs/rirs/openair/central-hall-university-york/b-format/ir_row_3c_centre_front.wav,central-hall-university-york,openair,8000.0
/scratch/ci411/sonos_rirs/rirs/openair/central-hall-university-york/b-format/ir_row_1l_sl_centre.wav,central-hall-university-york,openair,8000.0
/scratch/ci411/sonos_rirs/rirs/openair/central-hall-university-york/b-format/ir_row_3l_centre_mid.wav,central-hall-university-york,openair,8000.0
/scratch/ci411/sonos_rirs/rirs/openair/central-hall-university-york/b-format/ir_row_1c_sl_front.wav,central-hall-university-york,openair,8000.0
/scratch/ci411/sonos_rirs/rirs/openair/dixon-studio-theatre-university-york/b-format/r1_rir_bformat.wav,dixon-studio-theatre-university-york,openair,908.23
/scratch/ci411/sonos_rirs/rirs/openair/dixon-studio-theatre-university-york/b-format/r4_rir_bformat.wav,dixon-studio-theatre-university-york,openair,908.23
/scratch/ci411/sonos_rirs/rirs/openair/dixon-studio-theatre-university-york/b-format/r5_rir_bformat.wav,dixon-studio-theatre-university-york,openair,908.23
/scratch/ci411/sonos_rirs/rirs/openair/dixon-studio-theatre-university-york/b-format/r2_rir_bformat.wav,dixon-studio-theatre-university-york,openair,908.23
/scratch/ci411/sonos_rirs/rirs/openair/dixon-studio-theatre-university-york/b-format/r3_rir_bformat.wav,dixon-studio-theatre-university-york,openair,908.23
/scratch/ci411/sonos_rirs/rirs/openair/falkland-palace-royal-tennis-court/b-format/falkland_tennis_court_b_format.wav,falkland-palace-royal-tennis-court,openair,2300.0
/scratch/ci411/sonos_rirs/rirs/openair/genesis-6-studio-live-room-drum-set/b-format/kick_ir.wav,genesis-6-studio-live-room-drum-set,openair,35.2
/scratch/ci411/sonos_rirs/rirs/openair/genesis-6-studio-live-room-drum-set/b-format/toma_ir.wav,genesis-6-studio-live-room-drum-set,openair,35.2
/scratch/ci411/sonos_rirs/rirs/openair/genesis-6-studio-live-room-drum-set/b-format/crash_ir.wav,genesis-6-studio-live-room-drum-set,openair,35.2
/scratch/ci411/sonos_rirs/rirs/openair/genesis-6-studio-live-room-drum-set/b-format/hh_ir.wav,genesis-6-studio-live-room-drum-set,openair,35.2
/scratch/ci411/sonos_rirs/rirs/openair/genesis-6-studio-live-room-drum-set/b-format/ride_ir.wav,genesis-6-studio-live-room-drum-set,openair,35.2
/scratch/ci411/sonos_rirs/rirs/openair/genesis-6-studio-live-room-drum-set/b-format/snare_ir.wav,genesis-6-studio-live-room-drum-set,openair,35.2
/scratch/ci411/sonos_rirs/rirs/openair/genesis-6-studio-live-room-drum-set/b-format/tomc_ir.wav,genesis-6-studio-live-room-drum-set,openair,35.2
/scratch/ci411/sonos_rirs/rirs/openair/genesis-6-studio-live-room-drum-set/b-format/tomb_ir.wav,genesis-6-studio-live-room-drum-set,openair,35.2
/scratch/ci411/sonos_rirs/rirs/openair/hamilton-mausoleum/b-format/hm2_000_bformat_48k.wav,hamilton-mausoleum,openair,9000.0
/scratch/ci411/sonos_rirs/rirs/openair/heslington-church-vaa-group-2/b-format/impulseresponseheslingtonchurch-007.wav,heslington-church-vaa-group-2,openair,2000.0
/scratch/ci411/sonos_rirs/rirs/openair/heslington-church-vaa-group-2/b-format/impulseresponseheslingtonchurch-001.wav,heslington-church-vaa-group-2,openair,2000.0
/scratch/ci411/sonos_rirs/rirs/openair/heslington-church-vaa-group-2/b-format/impulseresponseheslingtonchurch-005.wav,heslington-church-vaa-group-2,openair,2000.0
/scratch/ci411/sonos_rirs/rirs/openair/heslington-church-vaa-group-2/b-format/impulseresponseheslingtonchurch-002.wav,heslington-church-vaa-group-2,openair,2000.0
/scratch/ci411/sonos_rirs/rirs/openair/heslington-church-vaa-group-2/b-format/impulseresponseheslingtonchurch-006.wav,heslington-church-vaa-group-2,openair,2000.0
/scratch/ci411/sonos_rirs/rirs/openair/heslington-church-vaa-group-2/b-format/impulseresponseheslingtonchurch-004.wav,heslington-church-vaa-group-2,openair,2000.0
/scratch/ci411/sonos_rirs/rirs/openair/heslington-church-vaa-group-2/b-format/impulseresponseheslingtonchurch-003.wav,heslington-church-vaa-group-2,openair,2000.0
/scratch/ci411/sonos_rirs/rirs/openair/innocent-railway-tunnel/b-format/tunnel_entrance_c_1way_bformat.wav,innocent-railway-tunnel,openair,13000.0
/scratch/ci411/sonos_rirs/rirs/openair/innocent-railway-tunnel/b-format/middle_tunnel_1way_bformat.wav,innocent-railway-tunnel,openair,13000.0
/scratch/ci411/sonos_rirs/rirs/openair/innocent-railway-tunnel/b-format/tunnel_entrance_a_4way_bformat.wav,innocent-railway-tunnel,openair,13000.0
/scratch/ci411/sonos_rirs/rirs/openair/innocent-railway-tunnel/b-format/tunnel_entrance_d_1way_bformat.wav,innocent-railway-tunnel,openair,13000.0
/scratch/ci411/sonos_rirs/rirs/openair/innocent-railway-tunnel/b-format/tunnel_entrance_a_1way_bformat.wav,innocent-railway-tunnel,openair,13000.0
/scratch/ci411/sonos_rirs/rirs/openair/innocent-railway-tunnel/b-format/tunnel_entrance_d_4way_bformat.wav,innocent-railway-tunnel,openair,13000.0
/scratch/ci411/sonos_rirs/rirs/openair/innocent-railway-tunnel/b-format/tunnel_entrance_f_1way_bformat.wav,innocent-railway-tunnel,openair,13000.0
/scratch/ci411/sonos_rirs/rirs/openair/innocent-railway-tunnel/b-format/tunnel_entrance_b_4way_bformat.wav,innocent-railway-tunnel,openair,13000.0
/scratch/ci411/sonos_rirs/rirs/openair/innocent-railway-tunnel/b-format/tunnel_entrance_f_4way_bformat.wav,innocent-railway-tunnel,openair,13000.0
/scratch/ci411/sonos_rirs/rirs/openair/innocent-railway-tunnel/b-format/tunnel_entrance_c_4way_bformat.wav,innocent-railway-tunnel,openair,13000.0
/scratch/ci411/sonos_rirs/rirs/openair/innocent-railway-tunnel/b-format/tunnel_entrance_e_1way_bformat.wav,innocent-railway-tunnel,openair,13000.0
/scratch/ci411/sonos_rirs/rirs/openair/innocent-railway-tunnel/b-format/tunnel_entrance_b_1way_bformat.wav,innocent-railway-tunnel,openair,13000.0
/scratch/ci411/sonos_rirs/rirs/openair/innocent-railway-tunnel/b-format/middle_tunnel_4way_bformat.wav,innocent-railway-tunnel,openair,13000.0
/scratch/ci411/sonos_rirs/rirs/openair/innocent-railway-tunnel/b-format/tunnel_entrance_e_4way_bformat.wav,innocent-railway-tunnel,openair,13000.0
/scratch/ci411/sonos_rirs/rirs/openair/maes-howe/b-format/mh3_000_bformat_48k.wav,maes-howe,openair,100.0
/scratch/ci411/sonos_rirs/rirs/openair/r1-nuclear-reactor-hall/b-format/r1_bformat-48k.wav,r1-nuclear-reactor-hall,openair,3500.0
/scratch/ci411/sonos_rirs/rirs/openair/r1-nuclear-reactor-hall/b-format/r1_bformat.wav,r1-nuclear-reactor-hall,openair,3500.0
/scratch/ci411/sonos_rirs/rirs/openair/ron-cooke-hub-university-york/b-format/tstr_ir.wav,ron-cooke-hub-university-york,openair,18000.0
/scratch/ci411/sonos_rirs/rirs/openair/ron-cooke-hub-university-york/b-format/tsfthr.wav,ron-cooke-hub-university-york,openair,18000.0
/scratch/ci411/sonos_rirs/rirs/openair/ron-cooke-hub-university-york/b-format/fsfr.wav,ron-cooke-hub-university-york,openair,18000.0
/scratch/ci411/sonos_rirs/rirs/openair/ron-cooke-hub-university-york/b-format/fssr.wav,ron-cooke-hub-university-york,openair,18000.0
/scratch/ci411/sonos_rirs/rirs/openair/ron-cooke-hub-university-york/b-format/sstr.wav,ron-cooke-hub-university-york,openair,18000.0
/scratch/ci411/sonos_rirs/rirs/openair/ron-cooke-hub-university-york/b-format/fstr.wav,ron-cooke-hub-university-york,openair,18000.0
/scratch/ci411/sonos_rirs/rirs/openair/ron-cooke-hub-university-york/b-format/tsfr.wav,ron-cooke-hub-university-york,openair,18000.0
/scratch/ci411/sonos_rirs/rirs/openair/ron-cooke-hub-university-york/b-format/tssr.wav,ron-cooke-hub-university-york,openair,18000.0
/scratch/ci411/sonos_rirs/rirs/openair/ron-cooke-hub-university-york/b-format/ssfr.wav,ron-cooke-hub-university-york,openair,18000.0
/scratch/ci411/sonos_rirs/rirs/openair/ron-cooke-hub-university-york/b-format/sssr.wav,ron-cooke-hub-university-york,openair,18000.0
/scratch/ci411/sonos_rirs/rirs/openair/shrine-and-parish-church-all-saints-north-street-_/b-format/r4_90_bformat.wav,shrine-and-parish-church-all-saints-north-street-_,openair,2398.8
/scratch/ci411/sonos_rirs/rirs/openair/shrine-and-parish-church-all-saints-north-street-_/b-format/r6_90_bformat.wav,shrine-and-parish-church-all-saints-north-street-_,openair,2398.8
/scratch/ci411/sonos_rirs/rirs/openair/shrine-and-parish-church-all-saints-north-street-_/b-format/r5_90_bformat.wav,shrine-and-parish-church-all-saints-north-street-_,openair,2398.8
/scratch/ci411/sonos_rirs/rirs/openair/shrine-and-parish-church-all-saints-north-street-_/b-format/r2_90_bformat.wav,shrine-and-parish-church-all-saints-north-street-_,openair,2398.8
/scratch/ci411/sonos_rirs/rirs/openair/shrine-and-parish-church-all-saints-north-street-_/b-format/r1_90_bformat.wav,shrine-and-parish-church-all-saints-north-street-_,openair,2398.8
/scratch/ci411/sonos_rirs/rirs/openair/shrine-and-parish-church-all-saints-north-street-_/b-format/r3_90_bformat.wav,shrine-and-parish-church-all-saints-north-street-_,openair,2398.8
/scratch/ci411/sonos_rirs/rirs/openair/sports-centre-university-york/b-format/sportscentre_wxyz.wav,sports-centre-university-york,openair,9000.0
/scratch/ci411/sonos_rirs/rirs/openair/spring-lane-building-university-york/b-format/sp1_mp2_ir_bformat_trimmed.wav,spring-lane-building-university-york,openair,6000.0
/scratch/ci411/sonos_rirs/rirs/openair/spring-lane-building-university-york/b-format/sp1_mp5_ir_bformat_trimmed.wav,spring-lane-building-university-york,openair,6000.0
/scratch/ci411/sonos_rirs/rirs/openair/spring-lane-building-university-york/b-format/sp2_mp1_ir_bformat_trimmed.wav,spring-lane-building-university-york,openair,6000.0
/scratch/ci411/sonos_rirs/rirs/openair/spring-lane-building-university-york/b-format/stairwell_ir_bformat_trimmed.wav,spring-lane-building-university-york,openair,6000.0
/scratch/ci411/sonos_rirs/rirs/openair/spring-lane-building-university-york/b-format/sp2_mp4_ir_bformat_trimmed.wav,spring-lane-building-university-york,openair,6000.0
/scratch/ci411/sonos_rirs/rirs/openair/spring-lane-building-university-york/b-format/sp1_mp1_ir_bformat_trimmed.wav,spring-lane-building-university-york,openair,6000.0
/scratch/ci411/sonos_rirs/rirs/openair/spring-lane-building-university-york/b-format/sp1_mp3_ir_bformat_trimmed.wav,spring-lane-building-university-york,openair,6000.0
/scratch/ci411/sonos_rirs/rirs/openair/spring-lane-building-university-york/b-format/sp2_mp2_ir_bformat_trimmed.wav,spring-lane-building-university-york,openair,6000.0
/scratch/ci411/sonos_rirs/rirs/openair/spring-lane-building-university-york/b-format/sp2_mp3_ir_bformat_trimmed.wav,spring-lane-building-university-york,openair,6000.0
/scratch/ci411/sonos_rirs/rirs/openair/spring-lane-building-university-york/b-format/sp1_mp4_ir_bformat_trimmed.wav,spring-lane-building-university-york,openair,6000.0
/scratch/ci411/sonos_rirs/rirs/openair/st-andrews-church/b-format/lyd3_000_bformat_48k.wav,st-andrews-church,openair,2600.0
/scratch/ci411/sonos_rirs/rirs/openair/st-margarets-church-national-centre-early-music/b-format/r14_1st_configuration.wav,st-margarets-church-national-centre-early-music,openair,3600.0
/scratch/ci411/sonos_rirs/rirs/openair/st-margarets-church-national-centre-early-music/b-format/r18_2nd_configuration.wav,st-margarets-church-national-centre-early-music,openair,3600.0
/scratch/ci411/sonos_rirs/rirs/openair/st-margarets-church-national-centre-early-music/b-format/r1_1st_configuration.wav,st-margarets-church-national-centre-early-music,openair,3600.0
/scratch/ci411/sonos_rirs/rirs/openair/st-margarets-church-national-centre-early-music/b-format/r16_2nd_configuration.wav,st-margarets-church-national-centre-early-music,openair,3600.0
/scratch/ci411/sonos_rirs/rirs/openair/st-margarets-church-national-centre-early-music/b-format/r19_1st_configuration.wav,st-margarets-church-national-centre-early-music,openair,3600.0
/scratch/ci411/sonos_rirs/rirs/openair/st-margarets-church-national-centre-early-music/b-format/r16_1st_configuration.wav,st-margarets-church-national-centre-early-music,openair,3600.0
/scratch/ci411/sonos_rirs/rirs/openair/st-margarets-church-national-centre-early-music/b-format/r17_1st_configuration.wav,st-margarets-church-national-centre-early-music,openair,3600.0
/scratch/ci411/sonos_rirs/rirs/openair/st-margarets-church-national-centre-early-music/b-format/r8_3rd_configuration.wav,st-margarets-church-national-centre-early-music,openair,3600.0
/scratch/ci411/sonos_rirs/rirs/openair/st-margarets-church-national-centre-early-music/b-format/r25_1st_configuration.wav,st-margarets-church-national-centre-early-music,openair,3600.0
/scratch/ci411/sonos_rirs/rirs/openair/st-margarets-church-national-centre-early-music/b-format/r24_2nd_configuration.wav,st-margarets-church-national-centre-early-music,openair,3600.0
/scratch/ci411/sonos_rirs/rirs/openair/st-margarets-church-national-centre-early-music/b-format/r4_1st_configuration.wav,st-margarets-church-national-centre-early-music,openair,3600.0
/scratch/ci411/sonos_rirs/rirs/openair/st-margarets-church-national-centre-early-music/b-format/r3_3rd_configuration.wav,st-margarets-church-national-centre-early-music,openair,3600.0
/scratch/ci411/sonos_rirs/rirs/openair/st-margarets-church-national-centre-early-music/b-format/r10_1st_configuration.wav,st-margarets-church-national-centre-early-music,openair,3600.0
/scratch/ci411/sonos_rirs/rirs/openair/st-margarets-church-national-centre-early-music/b-format/r11_3rd_configuration.wav,st-margarets-church-national-centre-early-music,openair,3600.0
/scratch/ci411/sonos_rirs/rirs/openair/st-margarets-church-national-centre-early-music/b-format/r18_1st_configuration.wav,st-margarets-church-national-centre-early-music,openair,3600.0
